"Country or Area","Subgroup","Year","Source","Unit","Value","Value Footnotes"
"Australia","Female 15-24 yr","1996","ILO_KILM Database 5ed_2007","Percent","14.8","21"
"Australia","Female 15-24 yr","1995","ILO_KILM Database 5ed_2007","Percent","14.8","21"
"Australia","Female 15-24 yr","1994","ILO_KILM Database 5ed_2007","Percent","16.4","21"
"Australia","Female 15-24 yr","1993","ILO_KILM Database 5ed_2007","Percent","17.5","21"
"Australia","Female 15-24 yr","1992","ILO_KILM Database 5ed_2007","Percent","17.8","19"
"Australia","Female 15-24 yr","1991","ILO_KILM Database 5ed_2007","Percent","16.4","19"
"Australia","Female 15-24 yr","1990","ILO_KILM Database 5ed_2007","Percent","12.8","19"
"Australia","Female 15-24 yr","1989","ILO_KILM Database 5ed_2007","Percent","11.7","19"
"Australia","Female 15-24 yr","1988","ILO_KILM Database 5ed_2007","Percent","13.5","19"
"Australia","Female 15-24 yr","1987","ILO_KILM Database 5ed_2007","Percent","14.8","19"
"Australia","Female 15-24 yr","1986","ILO_KILM Database 5ed_2007","Percent","14.8","19"
"Australia","Female 15-24 yr","1985","ILO_KILM Database 5ed_2007","Percent","14.7","23"
"Australia","Male 15+ yr","2005","ILO_KILM Database 5ed_2007","Percent","4.9","19"
"Australia","Male 15+ yr","2004","ILO_KILM Database 5ed_2007","Percent","5.4","19"
"Australia","Male 15+ yr","2003","ILO_KILM Database 5ed_2007","Percent","6.0","19"
"Australia","Male 15+ yr","2002","ILO_KILM Database 5ed_2007","Percent","6.6","19"
"Australia","Male 15+ yr","2001","ILO_KILM Database 5ed_2007","Percent","7.0","20"
"Australia","Male 15+ yr","2000","ILO_KILM Database 5ed_2007","Percent","6.5","19"
"Australia","Male 15+ yr","1999","ILO_KILM Database 5ed_2007","Percent","7.1","19"
"Australia","Male 15+ yr","1998","ILO_KILM Database 5ed_2007","Percent","8.0","19"
"Australia","Male 15+ yr","1997","ILO_KILM Database 5ed_2007","Percent","8.7","19"
"Australia","Male 15+ yr","1996","ILO_KILM Database 5ed_2007","Percent","8.8","19"
"Australia","Male 15+ yr","1995","ILO_KILM Database 5ed_2007","Percent","8.8","19"
"Australia","Male 15+ yr","1994","ILO_KILM Database 5ed_2007","Percent","10.0","19"
"Australia","Male 15+ yr","1993","ILO_KILM Database 5ed_2007","Percent","11.5","19"
"Australia","Male 15+ yr","1992","ILO_KILM Database 5ed_2007","Percent","11.4","19"
"Australia","Male 15+ yr","1991","ILO_KILM Database 5ed_2007","Percent","9.9","19"
"Australia","Male 15+ yr","1990","ILO_KILM Database 5ed_2007","Percent","6.7","19"
"Australia","Male 15+ yr","1989","ILO_KILM Database 5ed_2007","Percent","5.7","19"
"Australia","Male 15+ yr","1988","ILO_KILM Database 5ed_2007","Percent","6.8","19"
"Australia","Male 15+ yr","1987","ILO_KILM Database 5ed_2007","Percent","7.8","19"
"Australia","Male 15+ yr","1986","ILO_KILM Database 5ed_2007","Percent","7.7","19"
"Australia","Male 15+ yr","1985","ILO_KILM Database 5ed_2007","Percent","7.9","19"
"Australia","Male 15-24 yr","2005","ILO_KILM Database 5ed_2007","Percent","11.1","21"
"Australia","Male 15-24 yr","2004","ILO_KILM Database 5ed_2007","Percent","12.0","21"
"Australia","Male 15-24 yr","2003","ILO_KILM Database 5ed_2007","Percent","12.8","21"
"Australia","Male 15-24 yr","2002","ILO_KILM Database 5ed_2007","Percent","13.9","21"
"Australia","Male 15-24 yr","2001","ILO_KILM Database 5ed_2007","Percent","14.7","22"
"Australia","Male 15-24 yr","2000","ILO_KILM Database 5ed_2007","Percent","12.8","21"
"Australia","Male 15-24 yr","1999","ILO_KILM Database 5ed_2007","Percent","14.0","21"
"Australia","Male 15-24 yr","1998","ILO_KILM Database 5ed_2007","Percent","15.4","21"
"Australia","Male 15-24 yr","1997","ILO_KILM Database 5ed_2007","Percent","17.3","21"
"Australia","Male 15-24 yr","1996","ILO_KILM Database 5ed_2007","Percent","16.5","21"
"Australia","Male 15-24 yr","1995","ILO_KILM Database 5ed_2007","Percent","15.9","21"
"Australia","Male 15-24 yr","1994","ILO_KILM Database 5ed_2007","Percent","17.7","21"
"Australia","Male 15-24 yr","1993","ILO_KILM Database 5ed_2007","Percent","19.8","21"
"Australia","Male 15-24 yr","1992","ILO_KILM Database 5ed_2007","Percent","20.8","19"
"Australia","Male 15-24 yr","1991","ILO_KILM Database 5ed_2007","Percent","18.6","19"
"Australia","Male 15-24 yr","1990","ILO_KILM Database 5ed_2007","Percent","13.2","19"
"Australia","Male 15-24 yr","1989","ILO_KILM Database 5ed_2007","Percent","10.7","19"
"Australia","Male 15-24 yr","1988","ILO_KILM Database 5ed_2007","Percent","13.4","19"
"Australia","Male 15-24 yr","1987","ILO_KILM Database 5ed_2007","Percent","15.0","19"
"Australia","Male 15-24 yr","1986","ILO_KILM Database 5ed_2007","Percent","15.3","19"
"Australia","Male 15-24 yr","1985","ILO_KILM Database 5ed_2007","Percent","15.6","23"
"Austria","Female 15+ yr","2005","ILO_KILM Database 5ed_2007","Percent","5.5","24"
"Austria","Female 15+ yr","2004","ILO_KILM Database 5ed_2007","Percent","5.4","24"
"Austria","Female 15+ yr","2003","ILO_KILM Database 5ed_2007","Percent","4.1","24"
"Austria","Female 15+ yr","2002","ILO_KILM Database 5ed_2007","Percent","3.9","24"
"Austria","Female 15+ yr","2001","ILO_KILM Database 5ed_2007","Percent","3.8","24"
"Austria","Female 15+ yr","2000","ILO_KILM Database 5ed_2007","Percent","3.8","24"
"Austria","Female 15+ yr","1999","ILO_KILM Database 5ed_2007","Percent","3.8","24"
"Austria","Female 15+ yr","1998","ILO_KILM Database 5ed_2007","Percent","4.6","24"
"Austria","Female 15+ yr","1997","ILO_KILM Database 5ed_2007","Percent","4.6","24"
"Austria","Female 15+ yr","1996","ILO_KILM Database 5ed_2007","Percent","4.5","24"
"Austria","Female 15+ yr","1995","ILO_KILM Database 5ed_2007","Percent","4.3","24"
"Austria","Female 15+ yr","1994","ILO_KILM Database 5ed_2007","Percent","4.0","24"
"Austria","Female 15+ yr","1993","ILO_KILM Database 5ed_2007","Percent","4.5","25"
"Austria","Female 15+ yr","1992","ILO_KILM Database 5ed_2007","Percent","3.8","25"
"Austria","Female 15+ yr","1991","ILO_KILM Database 5ed_2007","Percent","3.5","25"
"Austria","Female 15+ yr","1990","ILO_KILM Database 5ed_2007","Percent","3.6","25"
"Austria","Female 15+ yr","1989","ILO_KILM Database 5ed_2007","Percent","3.6","25"
"Austria","Female 15+ yr","1988","ILO_KILM Database 5ed_2007","Percent","4.0","25"
"Austria","Female 15+ yr","1987","ILO_KILM Database 5ed_2007","Percent","4.1","25"
"Austria","Female 15+ yr","1986","ILO_KILM Database 5ed_2007","Percent","3.1","25"
"Austria","Female 15+ yr","1985","ILO_KILM Database 5ed_2007","Percent","3.5","25"
"Austria","Female 15-24 yr","2005","ILO_KILM Database 5ed_2007","Percent","9.9","24"
"Austria","Female 15-24 yr","2004","ILO_KILM Database 5ed_2007","Percent","10.1","24"
"Austria","Female 15-24 yr","2003","ILO_KILM Database 5ed_2007","Percent","6.4","24"
"Austria","Female 15-24 yr","2002","ILO_KILM Database 5ed_2007","Percent","5.7","24"
"Austria","Female 15-24 yr","2001","ILO_KILM Database 5ed_2007","Percent","5.5","24"
"Austria","Female 15-24 yr","2000","ILO_KILM Database 5ed_2007","Percent","5.2","24"
"Austria","Female 15-24 yr","1999","ILO_KILM Database 5ed_2007","Percent","5.5","24"
"Austria","Female 15-24 yr","1998","ILO_KILM Database 5ed_2007","Percent","6.5","24"
"Austria","Female 15-24 yr","1997","ILO_KILM Database 5ed_2007","Percent","7.1","24"
"Austria","Female 15-24 yr","1996","ILO_KILM Database 5ed_2007","Percent","6.5","24"
"Austria","Female 15-24 yr","1995","ILO_KILM Database 5ed_2007","Percent","5.5","24"
"Austria","Female 15-24 yr","1994","ILO_KILM Database 5ed_2007","Percent","5.2","24"
"Austria","Female 15-24 yr","1993","ILO_KILM Database 5ed_2007","Percent","4.6","25"
"Austria","Female 15-24 yr","1992","ILO_KILM Database 5ed_2007","Percent","4.0","25"
"Austria","Female 15-24 yr","1991","ILO_KILM Database 5ed_2007","Percent","3.4","25"
"Austria","Female 15-24 yr","1990","ILO_KILM Database 5ed_2007","Percent","3.8","25"
"Austria","Female 15-24 yr","1989","ILO_KILM Database 5ed_2007","Percent","4.7","25"
"Austria","Female 15-24 yr","1988","ILO_KILM Database 5ed_2007","Percent","5.0","25"
"Austria","Female 15-24 yr","1987","ILO_KILM Database 5ed_2007","Percent","5.4","25"
"Austria","Female 15-24 yr","1986","ILO_KILM Database 5ed_2007","Percent","4.4","26"
"Austria","Female 15-24 yr","1985","ILO_KILM Database 5ed_2007","Percent","4.4","26"
"Austria","Male 15+ yr","2005","ILO_KILM Database 5ed_2007","Percent","4.9","24"
"Austria","Male 15+ yr","2004","ILO_KILM Database 5ed_2007","Percent","4.5","24"
"Austria","Male 15+ yr","2003","ILO_KILM Database 5ed_2007","Percent","4.3","24"
"Austria","Male 15+ yr","2002","ILO_KILM Database 5ed_2007","Percent","4.1","24"
"Austria","Male 15+ yr","2001","ILO_KILM Database 5ed_2007","Percent","3.5","24"
"Austria","Male 15+ yr","2000","ILO_KILM Database 5ed_2007","Percent","3.3","24"
"Austria","Male 15+ yr","1999","ILO_KILM Database 5ed_2007","Percent","3.7","24"
"Austria","Male 15+ yr","1998","ILO_KILM Database 5ed_2007","Percent","4.0","24"
"Austria","Male 15+ yr","1997","ILO_KILM Database 5ed_2007","Percent","3.9","24"
"Austria","Male 15+ yr","1996","ILO_KILM Database 5ed_2007","Percent","3.9","24"
"Austria","Male 15+ yr","1995","ILO_KILM Database 5ed_2007","Percent","3.2","24"
"Austria","Male 15+ yr","1994","ILO_KILM Database 5ed_2007","Percent","3.3","24"
"Austria","Male 15+ yr","1993","ILO_KILM Database 5ed_2007","Percent","4.1","25"
"Austria","Male 15+ yr","1992","ILO_KILM Database 5ed_2007","Percent","3.5","25"
"Austria","Male 15+ yr","1991","ILO_KILM Database 5ed_2007","Percent","3.3","25"
"Austria","Male 15+ yr","1990","ILO_KILM Database 5ed_2007","Percent","3.0","25"
"Austria","Male 15+ yr","1989","ILO_KILM Database 5ed_2007","Percent","2.8","25"
"Austria","Male 15+ yr","1988","ILO_KILM Database 5ed_2007","Percent","3.3","25"
"Austria","Male 15+ yr","1987","ILO_KILM Database 5ed_2007","Percent","3.6","25"
"Austria","Male 15+ yr","1986","ILO_KILM Database 5ed_2007","Percent","3.2","25"
"Austria","Male 15+ yr","1985","ILO_KILM Database 5ed_2007","Percent","3.6","25"
"Austria","Male 15-24 yr","2005","ILO_KILM Database 5ed_2007","Percent","10.7","24"
"Austria","Male 15-24 yr","2004","ILO_KILM Database 5ed_2007","Percent","9.3","24"
"Austria","Male 15-24 yr","2003","ILO_KILM Database 5ed_2007","Percent","6.6","24"
"Austria","Male 15-24 yr","2002","ILO_KILM Database 5ed_2007","Percent","6.1","24"
"Austria","Male 15-24 yr","2001","ILO_KILM Database 5ed_2007","Percent","5.4","24"
"Austria","Male 15-24 yr","2000","ILO_KILM Database 5ed_2007","Percent","4.7","24"
"Austria","Male 15-24 yr","1999","ILO_KILM Database 5ed_2007","Percent","4.3","24"
"Austria","Male 15-24 yr","1998","ILO_KILM Database 5ed_2007","Percent","4.7","24"
"Austria","Male 15-24 yr","1997","ILO_KILM Database 5ed_2007","Percent","5.2","24"
"Austria","Male 15-24 yr","1996","ILO_KILM Database 5ed_2007","Percent","5.8","24"
"Austria","Male 15-24 yr","1995","ILO_KILM Database 5ed_2007","Percent","4.6","24"
"Austria","Male 15-24 yr","1994","ILO_KILM Database 5ed_2007","Percent","4.5","24"
"Austria","Male 15-24 yr","1993","ILO_KILM Database 5ed_2007","Percent","4.7","25"
"Austria","Male 15-24 yr","1992","ILO_KILM Database 5ed_2007","Percent","4.2","25"
"Austria","Male 15-24 yr","1991","ILO_KILM Database 5ed_2007","Percent","4.0","25"
"Austria","Male 15-24 yr","1990","ILO_KILM Database 5ed_2007","Percent","3.8","25"
"Austria","Male 15-24 yr","1989","ILO_KILM Database 5ed_2007","Percent","3.6","25"
"Austria","Male 15-24 yr","1988","ILO_KILM Database 5ed_2007","Percent","4.2","25"
"Austria","Male 15-24 yr","1987","ILO_KILM Database 5ed_2007","Percent","4.6","25"
"Austria","Male 15-24 yr","1986","ILO_KILM Database 5ed_2007","Percent","3.5","26"
"Austria","Male 15-24 yr","1985","ILO_KILM Database 5ed_2007","Percent","4.2","26"
"Azerbaijan","Female 15+ yr","2005","ILO_KILM Database 5ed_2007","Percent","9.5","1"
"Azerbaijan","Male 15+ yr","2005","ILO_KILM Database 5ed_2007","Percent","7.6","1"
"Bahamas","Female 15+ yr","2005","ILO_KILM Database 5ed_2007","Percent","11.2","27"
"Bahamas","Female 15+ yr","2004","ILO_KILM Database 5ed_2007","Percent","11.1","28"
"Bahamas","Female 15+ yr","2003","ILO_KILM Database 5ed_2007","Percent","11.7","28"
"Bahamas","Female 15+ yr","2002","ILO_KILM Database 5ed_2007","Percent","9.4","28"
"Bahamas","Female 15+ yr","2001","ILO_KILM Database 5ed_2007","Percent","7.0","28"
"Bahamas","Female 15+ yr","1999","ILO_KILM Database 5ed_2007","Percent","9.5","28"
"Bahamas","Female 15+ yr","1998","ILO_KILM Database 5ed_2007","Percent","9.5","28"
"Bahamas","Female 15+ yr","1997","ILO_KILM Database 5ed_2007","Percent","11.3","28"
"Bahamas","Female 15+ yr","1996","ILO_KILM Database 5ed_2007","Percent","14.7","28"
"Bahamas","Female 15+ yr","1995","ILO_KILM Database 5ed_2007","Percent","11.7","28"
"Bahamas","Female 15+ yr","1994","ILO_KILM Database 5ed_2007","Percent","14.2","28"
"Bahamas","Female 15+ yr","1993","ILO_KILM Database 5ed_2007","Percent","13.3","28"
"Bahamas","Female 15+ yr","1992","ILO_KILM Database 5ed_2007","Percent","15.8","28"
"Bahamas","Female 15+ yr","1991","ILO_KILM Database 5ed_2007","Percent","12.2","28"
"Bahamas","Female 15+ yr","1989","ILO_KILM Database 5ed_2007","Percent","12.5","27"
"Bahamas","Female 15+ yr","1988","ILO_KILM Database 5ed_2007","Percent","14.2","29"
"Bahamas","Female 15+ yr","1986","ILO_KILM Database 5ed_2007","Percent","15.0","29"
"Bahamas","Female 15-24 yr","2005","ILO_KILM Database 5ed_2007","Percent","24.1","27"
"Bahamas","Female 15-24 yr","2004","ILO_KILM Database 5ed_2007","Percent","26.9","28"
"Bahamas","Female 15-24 yr","2003","ILO_KILM Database 5ed_2007","Percent","28.2","28"
"Bahamas","Female 15-24 yr","2002","ILO_KILM Database 5ed_2007","Percent","21.9","28"
"Bahamas","Female 15-24 yr","2001","ILO_KILM Database 5ed_2007","Percent","16.6","28"
"Bahamas","Female 15-24 yr","1999","ILO_KILM Database 5ed_2007","Percent","21.9","28"
"Bahamas","Female 15-24 yr","1998","ILO_KILM Database 5ed_2007","Percent","21.7","28"
