Country or Area,Male_Population,Female_Population,Year,GDP,Inflation,Unemployment_Rate
Central African Republic,,,1984,637823121.71,1.419560014,
Central African Republic,1292319,1385704,1985,864853641.48,34.14509885,
Central African Republic,,,1986,1120165773.54,-3.60991902,
Central African Republic,,,1987,1211766667.98,-1.242341217,
Central African Republic,1210734,1252882,1988,1282893967.10,3.15851621,
Central African Republic,,,1989,1268668131.29,3.862957671,
Central African Republic,1455613,1552371,1990,1487510977.37,2.265910807,
Central African Republic,,,1991,1404323259.65,-1.636314675,
Central African Republic,,,1992,1434151468.48,2.397836415,
Central African Republic,,,1993,1298847602.77,-3.438422379,
Central African Republic,,,1994,852998900.55,22.75262921,
Central African Republic,1674141,1775808,1995,1121907256.03,10.30502411,
Central African Republic,,,1996,1070076555.21,1.8229181,
Central African Republic,,,1997,1003264949.12,1.368427899,
Central African Republic,,,1998,1047204550.34,0.986974549,
Central African Republic,,,1999,1051323696.61,1.13417483,
Central African Republic,1877635,1986083,2000,959413050.59,3.155449656,
Central African Republic,,,2001,967526420.21,3.558353167,
Central African Republic,,,2002,1041975238.48,2.99825531,
Central African Republic,1569446,1581626,2003,1139211629.21,-1.332251082,
Central African Republic,,,2004,1269621728.75,0.297722772,
Central African Republic,2042409,2149020,2005,1350047284.99,3.681835937,
Central African Republic,,,2006,1476870078.01,4.474470135,
Central African Republic,,,2007,1696340453.23,1.521765422,
Central African Republic,,,2008,1982983854.76,7.083423775,
Central African Republic,,,2009,1980151889.30,3.532736276,
Central African Republic,,,2010,1984747842.49,1.775111171,
Central African Republic,,,2011,2165868600.18,0.841364299,
Chad,,,1960,313642554.78,,
Chad,,,1961,334039075.72,5.062827807,
Chad,,,1962,357703897.04,1.534580028,
Chad,,,1963,371837875.44,5.642064964,
Chad,,,1964,392322339.74,8.231251669,
Chad,,,1965,413899564.92,5.665701634,
Chad,,,1966,430735619.78,5.982875188,
Chad,,,1967,448273657.92,3.279287848,
Chad,,,1968,455288951.57,2.031464923,
Chad,,,1969,472090665.97,2.067339831,
Chad,,,1970,467058435.47,3.859552134,
Chad,,,1971,498651345.63,8.99174877,
Chad,,,1972,584369367.56,5.553683665,
Chad,,,1973,647202918.14,6.713594318,
Chad,,,1974,652534606.12,3.7356935,
Chad,,,1975,864605735.76,8.220700514,
Chad,,,1976,866046752.30,8.44952544,
Chad,,,1977,935363080.48,8.618019484,
Chad,,,1978,1113924369.11,9.899775688,
Chad,,,1979,1004319536.71,8.189757957,
Chad,,,1980,1033005117.60,8.734904465,
Chad,,,1981,876942247.47,8.054758275,
Chad,,,1982,834373041.08,9.220783631,
Chad,,,1983,832418069.19,0.012126965,
Chad,,,1984,919107239.08,24.06635311,
Chad,2578249,2649238,1985,1033074223.22,-5.113194823,
Chad,,,1986,1067831033.27,-16.93282609,
Chad,,,1987,1163432898.89,-3.133081809,
Chad,,,1988,1482603365.82,9.361930419,
Chad,2672000,2884000,1989,1433692150.15,-1.252610644,
Chad,2735000,3092574,1990,1738610589.75,8.012329031,
Chad,2799000,3020000,1991,1877144030.24,3.073498959,
Chad,2870000,3091000,1992,1881853364.35,-12.90655383,
Chad,2933000,3165000,1993,1463316169.19,-1.314603714,
Chad,3000200,3213800,1994,1179847942.57,43.54496377,
Chad,3540510,3610784,1995,1445915335.09,8.83312727,
Chad,,,1996,1607352991.07,11.45845494,
Chad,,,1997,1544687914.87,3.782785468,
Chad,,,1998,1744651916.44,6.749408828,
Chad,,,1999,1536917961.53,-7.572866282,
Chad,4198165,4267265,2000,1385050963.93,5.289804857,
Chad,,,2001,1709344295.52,13.79765276,
Chad,,,2002,1987873833.50,1.907819434,
Chad,,,2003,2736667928.42,0.079004696,
Chad,,,2004,4414969334.44,9.734256482,
Chad,5039753,5105856,2005,5301938221.08,2.193227951,
Chad,,,2006,6099009022.99,13.80712795,
Chad,,,2007,7016297534.48,5.085636276,
Chad,,,2008,8357142857.14,11.9427083,
Chad,,,2009,7084745762.71,-9.59894806,
Chad,,,2010,8540674846.11,11.94266842,
Chad,,,2011,9485741540.51,2.633950375,
Channel Islands,,,1998,5945677376.61,,
Channel Islands,,,1999,6262740656.85,3.909630979,
Channel Islands,71570,75144,2000,6439703434.71,3.892317592,
Channel Islands,,,2001,6232906290.49,3.301635531,
Channel Islands,,,2002,6663669064.75,4.382725567,
Channel Islands,,,2003,7332244897.96,4.353715494,
Channel Islands,,,2004,8553643354.08,3.797571335,
Channel Islands,72685,75937,2005,8827272727.27,2.504709657,
Channel Islands,,,2006,9676172953.08,3.278931607,
Channel Islands,,,2007,11514605842.34,3.336333251,
Chile,,,1960,4211762521.85,,
Chile,,,1961,4705377499.82,7.473798302,
Chile,,,1962,5502763243.34,12.02000276,
Chile,,,1963,5482749434.20,43.94598881,
Chile,,,1964,5794301526.89,46.40801879,
Chile,,,1965,6053790468.24,41.16110568,
Chile,,,1966,7013580346.16,28.48868105,
Chile,,,1967,6913560997.05,25.17247128,
Chile,,,1968,7074820185.61,33.82079735,
Chile,,,1969,8179771225.72,40.0311605,
Chile,,,1970,8981111663.54,40.69370317,
Chile,,,1971,10694569522.07,18.25557964,
Chile,,,1972,11532517864.13,85.54386223,
Chile,,,1973,16387454416.53,414.0066909,
Chile,,,1974,15535549705.89,665.38481,
Chile,,,1975,7226476865.17,334.645496,
Chile,,,1976,9857547848.58,250.6097159,
Chile,,,1977,13359145454.41,105.7906576,
Chile,,,1978,15399431309.67,57.66400392,
Chile,,,1979,20729772210.68,45.72911023,
Chile,,,1980,27572307600.41,28.7644529,
Chile,,,1981,32644872979.69,13.04216021,
Chile,,,1982,24339421605.19,8.531002591,
Chile,,,1983,19770402077.01,30.6584689,
Chile,,,1984,19232737055.40,12.61234173,
Chile,5973230,6128939,1985,16486012247.37,30.70948775,12.1
Chile,,,1986,17722536671.33,22.09926372,8.8
Chile,,,1987,20902096531.61,25.83080742,7.9
Chile,,,1988,24640912615.81,22.67308162,6.3
Chile,,,1989,28385038396.70,13.52186172,5.3
Chile,6511708,6667072,1990,31558927517.22,22.45925927,5.7
Chile,6633582,6788428,1991,36424168146.15,22.43512677,5.3
Chile,6553254,6909786,1992,44467946384.25,12.89319603,4.4
Chile,6877330,7031143,1993,47693992626.86,11.75030637,4.5
Chile,6999206,7152502,1994,55154226759.96,13.73079557,5.9
Chile,7121081,7273857,1995,71349202308.64,10.42066826,4.7
Chile,7220924,7374580,1996,75769008174.25,2.727460545,5.4
Chile,7320768,7475308,1997,82808986191.60,4.270010237,5.3
Chile,7420612,7576035,1998,79373597080.10,1.926072586,7.2
Chile,7520454,7676759,1999,72995286764.42,2.431665268,8.9
Chile,7620300,7787393,2000,75210511779.64,4.560152055,8.3
Chile,7706752,7864927,2001,68568293067.06,3.79346098,7.9
Chile,7447695,7952375,2002,67265403373.30,4.167863533,7.8
Chile,7879658,8039821,2003,73989608529.33,6.228418678,7.4
Chile,7966110,8127268,2004,95652734478.04,7.477659829,10
Chile,8061241,8233861,2005,123055482823.30,13.30563644,8
Chile,,,2006,154669553122.88,12.65430084,7.675
Chile,,,2007,173079355829.04,4.843754164,7.1175
Chile,,,2008,179626731847.52,0.473024863,7.81
Chile,,,2009,172590595086.12,4.224912917,9.78508
Chile,,,2010,216308875369.71,7.47050527,
Chile,,,2011,248585243788.35,2.779850594,
China,,,1960,61377930682.00,,
China,,,1961,50100934915.65,11.97401995,
China,,,1962,46464003927.02,-1.228897513,
China,,,1963,50280424169.11,-1.928820054,
China,,,1964,58613239132.71,0.635138005,
China,,,1965,69709152023.43,2.20626162,
China,,,1966,75879433528.32,-1.669859578,
China,,,1967,72057026115.93,0.702571694,
China,,,1968,69993499400.15,1.28911245,
China,,,1969,78718820945.88,-3.793068674,
China,,,1970,91506213646.13,-2.642888998,
China,,,1971,98562021764.40,0.664244931,
China,,,1972,112159815863.89,-0.019975236,
China,,,1973,136769881126.33,0.142438664,
China,,,1974,142254740054.46,0.230617869,
China,,,1975,161162497663.83,-1.164707122,
China,,,1976,151627679386.66,-0.191346134,
China,,,1977,172349008332.74,1.088546642,
China,,,1978,148178859490.82,1.920240418,
China,,,1979,176634786270.70,3.578694108,
China,,,1980,189399992473.92,3.793078032,
China,,,1981,194111112580.31,2.292544129,
China,,,1982,203183214981.86,-0.249883093,
China,,,1983,228455947879.69,1.000218407,
China,,,1984,257432147241.19,4.936207591,
China,542865000,516463359,1985,306666660698.09,10.20396963,
China,551530000,515260000,1986,297831879941.53,4.748421108,
China,559355000,524680000,1987,270372194996.89,5.158022546,
China,567455000,534175000,1988,309522625241.62,12.08219508,
China,576500000,542150000,1989,343973680226.25,8.5107477,
China,585015000,555762483,1990,356936901183.93,5.838486041,
China,591850000,558930000,1991,379468656246.25,6.849380063,
China,596385000,568585000,1992,422660918111.41,8.237468991,
China,601415000,577025000,1993,440500898964.60,15.12117341,
China,608590000,583245000,1994,559224707280.73,20.60739459,
China,615270000,586865191,1995,728007199936.41,13.73625225,
China,620040000,597510000,1996,856084729312.25,6.43537077,
China,626655000,603420000,1997,952652693079.14,1.5129002,
China,635355000,606580000,1998,1019458585326.15,-0.858533013,
China,643160000,609575000,1999,1083277930359.88,-1.25478448,
China,640275969,613967217,2000,1198474934198.78,2.062224794,
China,655545000,616305000,2001,1324806914358.35,2.052882379,
China,658935000,621465000,2002,1453827554714.01,0.584197349,
China,663355000,625045000,2003,1640958732775.07,2.611546167,
China,667660000,628415000,2004,1931644331142.47,6.912815691,
China,678175529,634803326,2005,2256902590825.33,3.929750715,
China,,,2006,2712950886698.27,3.785550336,
China,,,2007,3494055944791.32,7.60197135,
China,,,2008,4521827288303.98,7.797851283,
China,,,2009,4991256406734.99,-0.593342248,
China,,,2010,5930529470799.17,6.684109668,
China,,,2011,7318499269769.41,7.753956695,
Colombia,,,1960,4040948305.95,,
Colombia,,,1961,4552914126.03,8.082283716,
Colombia,,,1962,4968598034.74,6.581098292,
Colombia,,,1963,4838841457.78,23.42188817,
Colombia,,,1964,5992169472.00,16.16517484,
Colombia,,,1965,5790247619.05,9.438458068,
Colombia,,,1966,5452762962.96,14.95909499,
Colombia,,,1967,5727208180.15,8.325705844,
Colombia,,,1968,5918467519.18,9.046203265,
Colombia,,,1969,6405440200.13,8.02615132,
Colombia,,,1970,7198373469.48,11.87872569,
Colombia,,,1971,7820367892.98,10.81734107,
Colombia,,,1972,8671371951.22,12.96783365,
Colombia,,,1973,10315774588.14,20.15600281,
Colombia,,,1974,12370045405.13,25.38098579,
Colombia,,,1975,13098633901.87,22.8972934,
Colombia,,,1976,15341403660.47,25.35124968,
Colombia,,,1977,19470978268.26,29.16582811,
Colombia,,,1978,23263511958.05,17.10689585,
Colombia,,,1979,27940389361.12,24.03622999,
Colombia,,,1980,33400712095.04,27.60264035,
Colombia,,,1981,36388389129.34,22.78227114,
Colombia,,,1982,38968019453.08,24.76638373,
Colombia,,,1983,38729822781.60,20.39022511,
Colombia,,,1984,38253120737.97,22.17500486,
Colombia,13777700,15885426,1985,34894419525.22,24.90633312,
Colombia,,,1986,34942483688.17,29.15157631,
Colombia,,,1987,36373312082.66,23.37392191,
Colombia,,,1988,39212545681.43,27.75539932,
Colombia,,,1989,39540083645.55,24.68180065,8.9
Colombia,17293040,17581483,1990,40274204595.23,26.10513922,10.2
Colombia,,,1991,41239551378.25,26.18781409,9.8
Colombia,,,1992,49279585355.09,22.22595459,9.2
Colombia,16296539,16813301,1993,55802540100.98,27.95354001,7.8
Colombia,,,1994,81703496603.99,45.35706146,7.6
Colombia,18905203,19353366,1995,92507277798.20,18.85095726,8.7
Colombia,,,1996,97160111573.34,16.86837879,11.9
Colombia,,,1997,106659507963.53,16.83985293,12.1
Colombia,,,1998,98443743190.85,14.77304541,15
Colombia,,,1999,86186156584.38,12.62294083,20.1
Colombia,20557188,21125406,2000,100363791870.83,32.3743147,20.5
Colombia,,,2001,98745443239.98,6.606966243,15
Colombia,,,2002,98229102138.79,5.832759028,15.4
Colombia,,,2003,94916590095.57,6.685012144,14.1
Colombia,,,2004,117188202054.66,6.978328358,13.4
Colombia,22133982,22811808,2005,146524560303.67,5.557541217,11.8
Colombia,,,2006,162740420641.53,5.775091062,12.1
Colombia,,,2007,207621494236.86,5.039757332,11.125
Colombia,,,2008,244539677721.54,7.768531587,11.282
Colombia,,,2009,236164279710.84,3.998195134,
Colombia,,,2010,288764794424.12,3.666941163,
Colombia,,,2011,331654672813.59,5.471255647,
Comoros,,,1980,123504939.57,,
Comoros,,,1981,114271518.82,14.56871246,
Comoros,,,1982,107089063.36,6.529262594,
Comoros,,,1983,111519324.84,15.20739364,
Comoros,,,1984,107489330.74,6.159892419,
Comoros,227721,228077,1985,114490238.93,7.071234697,
Comoros,241000,235000,1986,162487294.77,7.392837069,
Comoros,,,1987,196433030.54,3.223025681,
Comoros,,,1988,207475649.39,1.937300671,
Comoros,,,1989,198732313.61,5.961058917,
Comoros,263360,263231,1990,250033056.64,2.175182324,
Comoros,221152,225665,1991,246822116.51,8.119439139,
Comoros,,,1992,266189632.44,-6.764690274,
Comoros,,,1993,263564577.42,2.833000911,
Comoros,,,1994,185759948.90,9.416785198,
Comoros,304021,303096,1995,231893813.73,8.3207386,
Comoros,,,1996,230493348.35,3.199091532,
Comoros,,,1997,212098229.58,0.923831584,
Comoros,,,1998,215393481.90,1.346385534,
Comoros,,,1999,222580742.96,5.811654768,
Comoros,350422,348613,2000,201900820.26,3.426445467,
Comoros,,,2001,220115318.85,8.630812482,
Comoros,,,2002,251163102.12,4.17068826,
Comoros,,,2003,324471208.99,5.12479385,
Comoros,,,2004,362420491.16,1.770657203,
Comoros,400293,397609,2005,387036433.17,2.299762606,
Comoros,,,2006,403177193.56,1.999897404,
Comoros,,,2007,464949227.99,5.183244835,
Comoros,,,2008,530138454.67,5.505984111,
Comoros,,,2009,535336307.67,4.586381624,
Comoros,,,2010,541097578.68,3.838362238,
Comoros,,,2011,610114091.66,5.084726343,
Costa Rica,,,1960,507516617.29,,
Costa Rica,,,1961,490324267.10,3.393572624,
Costa Rica,,,1962,479181227.22,0.587467644,
Costa Rica,,,1963,511902566.70,1.950553848,
Costa Rica,,,1964,542578822.46,1.770102016,
Costa Rica,,,1965,592981156.23,-0.867365298,
Costa Rica,,,1966,647305631.40,1.196376737,
Costa Rica,,,1967,699456618.26,2.277800416,
Costa Rica,,,1968,773841499.77,2.075608959,
Costa Rica,,,1969,853630203.17,4.482952652,
Costa Rica,,,1970,984830159.70,7.317473669,
Costa Rica,,,1971,1077152887.35,2.443550227,
Costa Rica,,,1972,1238251657.66,6.413088925,
Costa Rica,,,1973,1528916175.15,14.84042065,
Costa Rica,,,1974,1666544794.71,23.21302711,
Costa Rica,,,1975,1960863535.87,24.5408895,
Costa Rica,,,1976,2412555508.08,16.60178149,
Costa Rica,,,1977,3072427124.58,16.93877841,
Costa Rica,,,1978,3523208933.86,7.908481405,
Costa Rica,,,1979,4035519471.59,9.149968389,
Costa Rica,,,1980,4831447173.21,18.82958027,
Costa Rica,,,1981,2623807083.31,41.10214872,
Costa Rica,,,1982,2606621244.70,84.17188919,
Costa Rica,,,1983,3976453954.94,62.9258537,
Costa Rica,,,1984,4593908761.79,17.88360692,
Costa Rica,1233646,1323316,1985,4796628461.62,17.18355307,6.8
Costa Rica,1262511,1283068,1986,5477895475.74,19.2879565,6.2
Costa Rica,1310480,1295894,1987,5841132961.40,12.23372218,5.6
Costa Rica,1341209,1331041,1988,6063759371.10,20.73304661,5.5
Costa Rica,1360955,1374727,1989,6866402028.36,15.34238231,3.8
Costa Rica,1395997,1510712,1990,7403457319.25,17.11317438,4.6
Costa Rica,1417914,1453171,1991,7162546469.77,26.14828478,5.5
Costa Rica,1455016,1483361,1992,8573610781.23,20.48121129,4.1
Costa Rica,1497799,1506778,1993,9638291624.36,10.62345194,4.1
Costa Rica,1540055,1530863,1994,10557530521.64,15.54836835,4.2
Costa Rica,1573497,1707333,1995,11722356980.20,22.19249081,5.2
Costa Rica,1604305,1598135,1996,11843228352.02,15.79778173,6.2
Costa Rica,1630815,1639885,1997,12828976089.82,14.89470044,5.7
Costa Rica,1662735,1678174,1998,14095921303.32,12.07924212,5.6
Costa Rica,1688946,1723667,1999,15796567138.06,15.02141151,6
Costa Rica,1902614,1931012,2000,15946443260.83,6.976527548,5.2
Costa Rica,1935168,1971574,2001,16403603009.26,8.600384854,6.1
Costa Rica,1983715,2014168,2002,16844378717.94,9.182289636,6.4
Costa Rica,2017467,2071306,2003,17517535901.83,8.287658746,6.7
Costa Rica,2062468,2116287,2004,18596365933.70,11.84563062,6.5
Costa Rica,2199784,2127444,2005,19964893791.98,10.62363452,
Costa Rica,,,2006,22526464348.32,10.99948478,
Costa Rica,,,2007,26321999643.16,9.384020091,
Costa Rica,,,2008,29831164903.11,12.40776103,
Costa Rica,,,2009,29397499977.25,8.370343104,
Costa Rica,,,2010,36217527243.62,8.002861345,
Costa Rica,,,2011,41006959585.06,4.5294913,
Croatia,2315308,2331800,1990,24782163174.45,,
Croatia,2162155,2344386,1991,18156461130.25,99.29533248,14.9
Croatia,2148320,2321946,1992,10279479680.97,594.8470038,15.3
Croatia,2230504,2410771,1993,10900520387.92,1466.789547,14.8
Croatia,2234233,2414801,1994,14578386962.32,111.7587524,14.5
Croatia,2243709,2418776,1995,22045607399.25,23.53749947,14.5
Croatia,2159527,2334054,1996,23341405840.23,3.846838834,16.4106
Croatia,2197442,2375032,1997,23501676219.69,7.135075968,17.4801
Croatia,2163164,2337985,1998,25106400615.72,8.204112725,17.2044
Croatia,2188455,2365314,1999,23077661293.64,3.812892738,19.0864
Croatia,2105000,2335890,2000,21517784659.02,4.604962444,21.0658
Croatia,2135900,2301560,2001,23052044812.56,4.148239354,21.9956
Croatia,2138400,2304500,2002,26524896398.24,3.534031219,22.2868
Croatia,2137600,2304100,2003,34143409062.04,4.054784112,19.5417
Croatia,2136900,2302500,2004,41003558915.70,3.794283857,18.0211
Croatia,2190829,2360661,2005,44821408830.94,3.346413119,17.8583
Croatia,,,2006,49855078905.41,4.014333081,16.95
Croatia,,,2007,59335976948.27,4.10021401,15.1083
Croatia,,,2008,69911233237.79,6.088868342,13.4167
Croatia,,,2009,63435948447.17,3.343512954,14.8725
Croatia,,,2010,60851743540.51,1.016722109,
Croatia,,,2011,63850068201.98,2.025817076,
Cuba,,,1970,5693005244.00,,
Cuba,,,1971,6914658389.00,11.85718225,
Cuba,,,1972,8135150888.77,6.958653658,
Cuba,,,1973,9987709686.37,3.251544219,
Cuba,,,1974,11405957363.41,11.85888149,
Cuba,,,1975,13027415252.44,4.329205626,
Cuba,,,1976,13789579892.81,0.523193833,
Cuba,,,1977,14206158657.83,-4.193924425,
Cuba,,,1978,17844705319.48,9.321215294,
Cuba,,,1979,19584443219.18,2.928013511,
Cuba,,,1980,19912889808.33,5.395328726,
Cuba,,,1981,20150254124.10,-2.536947446,
Cuba,,,1982,20953510265.88,-2.227549348,
Cuba,,,1983,22205716020.35,1.596603738,
Cuba,,,1984,24039383641.43,2.584389922,
Cuba,5081526,5004004,1985,22921491786.95,-2.157535401,
Cuba,,,1986,24226283927.48,-3.914061124,
Cuba,,,1987,25213614325.14,0.610485539,
Cuba,,,1988,27458999535.62,1.233220732,
Cuba,,,1989,27025200369.11,0.624843619,
Cuba,5336629,5268278,1990,28645436550.53,5.261274378,
Cuba,,,1991,24317883624.05,-7.387843007,
Cuba,,,1992,22085858204.05,3.745720942,
Cuba,,,1993,22367254851.35,18.97549156,
Cuba,,,1994,28448326795.95,26.28203232,
Cuba,5489469,5440446,1995,30428638304.42,10.50866744,
Cuba,,,1996,25017300000.00,-2.671884663,
Cuba,,,1997,25366200000.00,-1.352696449,
Cuba,,,1998,25736600000.00,1.302461758,
Cuba,5509823,5585149,1999,28365300000.00,3.788124898,
Cuba,5548671,5570920,2000,30565200000.00,1.736979696,
Cuba,5586835,5570529,2001,31683300000.00,0.461175876,
Cuba,5597233,5583405,2002,33590400000.00,4.526010379,
Cuba,5616275,5598954,2003,35901500000.00,2.976042378,
Cuba,5626690,5608997,2004,38202800000.00,0.604287062,
Cuba,5635607,5624298,2005,42644200000.00,0.381411693,
Cuba,,,2006,52742100000.00,10.36321088,
Cuba,,,2007,58603500000.00,3.590443259,
Cuba,,,2008,60806200000.00,-0.344016256,
Cyprus,,,1975,489912509.32,,
Cyprus,,,1976,576090037.83,8.028758453,
Cyprus,,,1977,734876187.34,8.896876095,
Cyprus,,,1978,964024738.78,11.07305087,
Cyprus,,,1979,1288699020.84,13.1367024,
Cyprus,,,1980,2154311327.62,14.15334671,
Cyprus,,,1981,2087496321.68,12.38884746,
Cyprus,,,1982,2159242370.64,10.35259771,
Cyprus,,,1983,2160364085.75,5.044607703,
Cyprus,,,1984,2278248930.26,8.181918685,
Cyprus,269500,325204,1985,2430411867.33,5.667708417,3.3
Cyprus,272800,274700,1986,3090734455.17,4.150669096,3.7
Cyprus,276000,277500,1987,3704813856.99,3.861850484,3.4
Cyprus,278800,280500,1988,4278792561.50,3.193691911,2.8
Cyprus,283100,284400,1989,4563482552.74,4.751743661,2.3
Cyprus,288800,341354,1990,5591130222.44,5.43312573,1.85
Cyprus,296200,298700,1991,5770197317.23,3.888006749,2.98333
Cyprus,299614,306500,1992,6912150472.55,6.041382146,1.825
Cyprus,311500,314300,1993,6590291095.49,4.803134,2.63333
Cyprus,317200,321800,1994,7425703907.18,5.270979994,2.7
Cyprus,322300,366146,1995,9250142747.79,8.042750223,2.6
Cyprus,326800,334100,1996,9346693021.63,2.289792949,3.1
Cyprus,330900,339500,1997,8905554119.34,2.438375972,3.4
Cyprus,334600,344300,1998,9553478738.05,2.940215273,3.4
Cyprus,337800,348600,1999,9776223013.13,2.34856355,3.6
Cyprus,341000,399100,2000,9314937556.48,3.819323992,3.4
Cyprus,338497,357000,2001,9679304970.56,3.373960293,3
Cyprus,347900,361700,2002,10557366161.96,1.193809896,3.2
Cyprus,353700,366900,2003,13319544758.45,5.085258254,3.5
Cyprus,363000,374100,2004,15816972050.70,3.226837128,3.68333
Cyprus,407016,429305,2005,16997801392.38,2.387610287,5.19167
Cyprus,,,2006,18435765910.01,2.979006041,4.11667
Cyprus,,,2007,21841815680.88,4.633630535,3.925
Cyprus,,,2008,25321517504.03,5.057041426,3.65
Cyprus,,,2009,23542650736.32,-0.311613058,5.3
Cyprus,,,2010,23132450331.13,1.900998276,
Cyprus,,,2011,24689602446.48,1.217033146,
Czech Republic,5036486,5302478,1990,38734054435.04,,
Czech Republic,4999935,5305080,1991,28397387189.53,36.19238845,
Czech Republic,5009229,5308578,1992,33100268156.47,12.35726263,
Czech Republic,5016950,5313657,1993,38865101399.02,21.00880291,3.825
Czech Republic,5021408,5314754,1994,45631394733.50,13.41048529,3.85
Czech Republic,5020163,5297064,1995,57787339864.36,10.2182647,2.975
Czech Republic,5014667,5300686,1996,64894609844.60,9.871829018,3.05833
Czech Republic,5010531,5293111,1997,59463982354.63,7.922263492,4.35
Czech Republic,5007480,5287463,1998,63863336207.39,9.630909915,6.13
Czech Republic,5002823,5279961,1999,62165739783.19,2.51979878,8.63
Czech Republic,4999326,5246175,2000,58807244367.87,1.372120156,9
Czech Republic,4982071,5245241,2001,64375288106.78,4.639394183,8.55
Czech Republic,4964598,5236176,2002,78425201660.63,2.652590428,9.19
Czech Republic,4968189,5233462,2003,95292530752.60,0.896295087,9.92
Czech Republic,4971730,5235193,2004,113976672924.83,4.033931284,9.93333
Czech Republic,4969912,5221850,2005,130052420701.17,-0.348801641,8.93333
Czech Republic,,,2006,148345088495.58,0.533282956,8.08
Czech Republic,,,2007,180511237062.59,3.320231785,6.555
Czech Republic,,,2008,225448799062.68,1.915607548,5.4475
Czech Republic,,,2009,196181794333.68,1.949574665,7.71917
Czech Republic,,,2010,197656387434.56,-1.728568508,
Czech Republic,,,2011,215215310734.46,-0.740084835,
Denmark,,,1960,6248946880.28,,
Denmark,,,1961,6933842098.85,4.306625382,
Denmark,,,1962,7812968114.40,6.635904693,
Denmark,,,1963,8316692385.77,5.773484803,
Denmark,,,1964,9506678762.78,4.611031223,
Denmark,,,1965,10678897387.00,7.436469786,
Denmark,,,1966,11721248101.09,6.832658723,
Denmark,,,1967,12788479692.19,6.250003609,
Denmark,,,1968,13196541952.00,6.999159172,
Denmark,,,1969,15009384584.53,6.973849504,
Denmark,,,1970,16590533333.33,8.339349127,
Denmark,,,1971,18515546099.67,7.285798672,
Denmark,,,1972,22591052336.21,9.598600365,
Denmark,,,1973,29961815026.04,11.27133448,
Denmark,,,1974,33346568442.47,13.05462015,
Denmark,,,1975,39593296439.39,13.32403425,
Denmark,,,1976,43676095947.06,9.382775407,
Denmark,,,1977,48854777452.03,8.928019657,
Denmark,,,1978,59296231820.98,9.014356948,
Denmark,,,1979,69160805930.43,7.043968484,
Denmark,,,1980,69709363189.55,8.504711023,
Denmark,,,1981,60373978718.03,10.44643241,
Denmark,,,1982,58937160962.03,10.09938187,
Denmark,,,1983,59204811372.33,7.402546425,
Denmark,,,1984,57714597454.76,5.983422008,
Denmark,2518818,2594868,1985,61203805065.87,4.303415498,9.1
Denmark,2523292,2597242,1986,86365467803.73,2.665910258,7.9
Denmark,2527008,2600016,1987,107366343581.42,4.795738826,7.9
Denmark,2528081,2601435,1988,113230780658.10,3.932904414,8.7
Denmark,2529381,2603213,1989,110058411534.57,4.95307632,9.5
Denmark,2532690,2607246,1990,135838154025.14,2.833865163,9.7
Denmark,2536391,2614065,1991,136693973266.63,2.675378208,10.6
Denmark,2549144,2621126,1992,150195490465.70,1.677737262,11.3
Denmark,2559333,2630045,1993,140626629034.99,0.66532019,12.3167
Denmark,2567708,2637286,1994,153593214476.62,1.533473904,12.1167
Denmark,2579829,2648033,1995,181983614165.36,1.256832516,10.1417
Denmark,2597989,2663514,1996,184435821822.13,2.007119821,8.7
Denmark,2610070,2674150,1997,170435460670.76,1.988403899,7.79167
Denmark,2618854,2682450,1998,173653145893.03,1.187434259,6.48333
Denmark,2632641,2694717,1999,173944697686.42,1.681251466,5.58333
Denmark,2637878,2698440,2000,160082517845.88,2.998562829,5.39167
Denmark,2644319,2709551,2001,160476161868.60,2.496210924,4.64167
Denmark,2657341,2716914,2002,173880831443.88,2.30312423,4.775
Denmark,2664526,2722648,2003,212621855882.93,1.646074671,5.71667
Denmark,2671907,2729270,2004,244727978020.58,2.325730355,5.83333
Denmark,,2737223,2005,257675536234.49,2.877886753,5.1
Denmark,,,2006,274376889678.11,2.124598019,3.90833
Denmark,,,2007,311417601998.64,2.278837647,2.79167
Denmark,,,2008,343881383958.43,4.231711987,1.84167
Denmark,,,2009,311113494638.00,1.027411849,3.28333
Denmark,,,2010,312214946619.22,3.859264875,
Denmark,,,2011,332677281191.81,0.808453193,
Djibouti,200479,202104,1985,340989541.52,,
Djibouti,,,1987,373371753.02,,
Djibouti,,,1988,395794554.22,,
Djibouti,,,1989,409220103.33,,
Djibouti,279508,281081,1990,452328104.99,,
Djibouti,,,1991,462422016.63,6.800042863,
Djibouti,,,1992,478058323.59,3.399971163,
Djibouti,,,1993,466048487.48,4.399987767,
Djibouti,,,1994,491689240.00,6.500004712,
Djibouti,311476,312678,1995,497723980.08,4.886047774,
Djibouti,,,1996,494004667.08,3.51280401,
Djibouti,,,1997,502675561.68,2.519892618,
Djibouti,,,1998,514267889.44,2.204555782,
Djibouti,,,1999,536080169.09,2.018435568,
Djibouti,364281,365455,2000,551230861.86,2.4,
Djibouti,,,2001,572417440.82,1.759704789,
Djibouti,,,2002,591122039.60,0.632524599,
Djibouti,,,2003,622044665.52,1.968232616,
Djibouti,,,2004,666072101.78,3.131553469,
Djibouti,401656,402550,2005,708843636.94,3.151951777,
Djibouti,,,2006,768873684.03,3.500829311,
Djibouti,,,2007,847918929.11,4.929200606,
